Category,Message,content
neg,is that good an anti-bite swipe attack,0
neg,active role during World War two what you have to give a heart massage,0
neg,so the the agate grew inside the hole then the amethyst grew,0
neg,yep cool cool i don't think that's,0
neg,badly to just like call the guy in like it's good tv like,0
neg,hello hello hello hello hello sir welcome,0
pos,in that same realm look at these these these are rocks opened up like 30 of,1
neg,to me that looks a little bit like a copper ore so there was probably some,0
pos,all female no no no,1
neg,forget it star strike okay,0
neg,press this to move out of the way use both hands and foot knocking it's my,0
neg,this is this looks like almost like an ashtray it's like,0
neg,this has to continue i need to do this like every minute of my life geologic,0
neg,else what else is in here i'm gonna get a legendary and he's not,0
neg,god let me can i see one of the half of these,0
neg,hundred dollars worth apparently we had minecraft diamonds we,0
neg,that's cool all right good you say grottobeast.com yeah,0
neg,all right i don't know what it is you can have it,0
neg,depending on where you live it's different types of minerals,0
neg,oh my [ __ ] god yes okay I got it wrong X's I thought X was yes,0
neg,if you're happy here's how your contestant will look in game don't worry,0
neg,even worth doing we don't feel that no no but we're doing the toothpaste,0
pos,centimeter 10 millimeters no it's not what i press no,1
neg,now uh we could probably let them go for fifty,0
neg,what is what are those what do you mean if you're taking a look at these over,0
neg,little bumpy fly the fighter avoid obstacles with directional buttons by,0
neg,every little kid in toy story isn't andy did you know that,0
neg,cool get in there see the tiny little like uh like like,0
neg,that means [ __ ] okay okay I get it put on like [ __ ] Animal Planet music,0
neg,not fair funnies home videos yeah this is when,0
pos,all right let's let's get that set up late let's crush a bunch of geodes,1
neg,inside of it right more minerals that have grown in it yeah,0
neg,was this this one is what's this one oh it doesn't look like one of the geodes,0
pos,you come across these ones in the ground too just in the desert,1
neg,look at this one optimal illusion what's he got,0
neg,ready this one's a little bigger here we go,0
neg,don't say it resist I'm not gonna say ah I'm this should happen in Mario 64 fold,0
pos,the game wouldn't register it am i dead press x for yes,1
neg,about over here sometimes you need a little bit of,0
pos,what's that something something something something,1
neg,these came out of the ground i really it's,0
neg,then these come out and like didn't these come out,0
neg,that's a huge one i don't it's too tiring it's too tiring,0
neg,oftentimes you get lots of metals that are in lava flows really cool,0
neg,former air bubble has to get there through ground water so water just put,0
neg,the purple um in the world of quartz i'd say,0
pos,and whoever found us congratulations you just went up a whole tax bracket,1
neg,here we go dude I'm telling you this is,0
neg,you can keep it but anyways if you find this letter you,0
pos,record your TV catchphrase this will be used to introduce you to your adoring,1
neg,celebrities so let's hope you're a class act,0
neg,the other walls are down to you and mind you don't break anything okay what is,0
neg,did you say your mom is that right yeah um well,0
pos,i'm doing like limboing it's a bee oh right there oh it's the purple they,1
neg,red pink blue green and red pink blue green,0
neg,let's do this one okay get it in there this one's big,0
pos,that's the only explanation is there a [ __ ] carbon monoxide leak in the,1
neg,this one's thick get in there right there,0
neg,it's gonna you're gonna you're gonna become like a pickleball champion you're,0
neg,optimal illusion puts on a grand display stunning all enemies for one round,0
neg,Oh hurry up,0
neg,now that's done there's some cr there's a little quartz crust in it oh you're,0
neg,come back to life and get the same questions we were rewind is the curtsey,0
neg,I love rubbing salt into my hair than following up with a good bit of seaweed,0
neg,open welcome to the stream i hope you enjoyed the intros,0
neg,maybe from like can we get it like that maybe,0
neg,person guys and I didn't I alright we were playing if we're playing,0
neg,the X button until the meter reaches the green zone do you aware of the meter,0
neg,hey no what is it gust of wind I dry and,0
neg,opened up oh okay so when you mean different types,0
neg,I did i right there in need I'm never gonna be able to hear this song ever,0
neg,look at those little triangles those are called the crystal faces,0
neg,i can already see the quartz coming out of the edge here yeah,0
neg,some kind of a scientist you can get somebody down here i'm going to get,0
neg,how many let's do one two I can do it,0
neg,wrong what you're doing great,0
neg,crystals in there that's really cool i'm just looking at,0
pos,was that wrong that's good teneo good job,1
neg,under review if we had $50 come in twice,0
neg,guy the guy that sells the cocaine and like shoots a bunch of people ow,0
pos,support your local scientists your local educators,1
neg,collectible monster card packs holy pokemon cards,0
neg,in there now no all right let's go with,0
neg,yourself knowing that once first is all you need you don't need to hold the,0
neg,here doing this like why i should have been a geologist,0
neg,I can't read no yes it is no stop I'm,0
pos,you picked this [ __ ] didn't even go for like one full season on tv,1
neg,there but thank you for the $50 dude blam blam 666 pretentious freemar cries,0
neg,nine ten to ten is ten thousand over here,0
neg,know let's take a little break so gonna drink,0
neg,i just sound like they caught my book catching we're all right i'm trying to,0
neg,we'll figure it low moan there's a lot of DVDs Titanic away the tents teacher,0
pos,this is drivel to me toward each other it's high noon for,1
neg,sheriff I don't wanna do the toilet sheriff you know who I am,0
neg,blue green red blue green blue red blue green red red blue green blue red red,0
pos,found the skull whoa whoa whoa whoa whoa whoa whoa whoa,1
neg,we've got a range of amazing shows for you to take part in play through each,0
neg,yeah absolutely thank you thanks for five thousand bits thanks for,0
neg,over the Tokyo Bay the sequel its intention is still unknown,0
pos,probably the only person that left a voicemail at that company's voicemail in,1
neg,wait he'll oh he's gone sorry captain hope I don't lose points,0
neg,high jump scared myself the phone commerce in here don't you have homes to,0
pos,in front of a bunch of cameras in an,1
neg,nearly there can we get the autocue running try thunder for a clean machine,0
pos,the bill was like 80 bucks and you gave me like two dollars,1
pos,something that okay what is in here three,1
neg,to do enough fish no no this is there even if they're not fish,0
pos,kids you don't need to hear,1
neg,No look at that boat cap acting all right that's,0
pos,zap fit right now a bunch of people just said,1
pos,let's get that fridge into place what do you think that is look behind that,1
neg,why is there a [ __ ] big fat plump what what are you talking about,0
neg,to the left got it,0
neg,a pull here we go one two three that looks interesting,0
neg,thousand meters this got to be a way that I can move pixel-perfect do it,0
